Sample.ID,Method,Region,Date.yymmdd,Port,Location,Vessel,Angler.no,Drift.no,Time.min,Lat,Long,Depth.ft,TL.cm,Color,Sex,FultonsK,HSI
200,Hook and Line,Central California,20150804,HMB,Ano Nuevo SMR,Hulicat,12,NA,NA,37.11602,-122.36287,105,57,BR,M,0.969691079,1.9155808
HL0001,Hook and Line,Central California,20150910,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.2463,-120.90769,100,61,BR,F,0.885536675,0.781094527
HL0002,Hook and Line,Central California,20150910,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.24669,-120.90675,89,56,BR,M,0.825665087,1.165517241
HL0003,Hook and Line,Central California,20150910,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.23563,-120.90563,79,74,BL,F,0.932817405,1.264550265
HL0004,Hook and Line,Central California,20150910,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.24845,-120.90942,110,62,BR,M,0.902118089,2.102325581
HL0005,Hook and Line,Central California,20150910,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.2463,-120.90769,100,83,BR,F,1.003870322,1.303135889
HL0006,Hook and Line,Central California,20150911,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.25458,-120.91235,105,71,BR,F,0.997454674,1.666666667
HL0007,Hook and Line,Central California,20150911,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.25458,-120.91235,105,59,BR,M,0.968940349,2.407035176
HL0008,Hook and Line,Central California,20150911,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.2272,-120.9092,84,61,BR,M,1.282045634,2.158075601
HL0009,Hook and Line,Central California,20150911,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.25247,-120.91196,68,75,BL,F,1.09037037,1.589130435
HL0010,Hook and Line,Central California,20150911,MOR,Pt. Buchon SMR,Patriot,12,NA,NA,35.25458,-120.91235,105,81,BL,F,0.890032948,1.255813953
HL0011,Hook and Line,Central California,20150804,HMB,Ano Nuevo SMR,Hulicat,12,NA,NA,37.11385,-122.35963,105,71,BL,F,0.888489038,1.682389937
HL0012,Hook and Line,Central California,20150804,HMB,Ano Nuevo SMR,Hulicat,12,NA,NA,37.11411,-122.35995,105,77,BL,F,1.093020658,1.052104208
HL0013,Hook and Line,Central California,20150916,MOR,Morro Bay,Rita G,12,NA,NA,35.27853,-120.90977,108,58,BR,M,0.937922834,1.420765027
HL0014,Hook and Line,Central California,20150916,MOR,Morro Bay,Rita G,12,NA,NA,35.28152,-120.90469,92,57,BR,M,1.106953287,2.136585366
HL0015,Hook and Line,Central California,20150916,MOR,Morro Bay,Rita G,12,NA,NA,35.2675,-120.89508,46,57,BR,M,0.982758528,2.478021978
HL0016,Hook and Line,Central California,20150916,MOR,Morro Bay,Rita G,12,NA,NA,35.26711,-120.91664,107,78,BL,F,0.958799036,1.081318681
HL0017,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,4,20,37.73545,-123.11048,285,47.5,BR,F,0.895757399,1.9375
HL0018,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,63.1,BL,F,0.9950661,1.476
HL0019,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,4,20,37.73545,-123.11048,285,52.2,BR,M,0.935061406,5.278195489
HL0020,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,52.8,BR,M,0.883164461,1.053846154
HL0021,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,56.5,BR,M,0.914826214,1.375757576
HL0022,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,60.7,BR,M,0.858489832,0.911458333
HL0023,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,60,BR,M,0.87037037,1.393617021
HL0024,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,2,10,37.71561,-123.0702,220,55.6,BR,M,1.023972499,1.034090909
HL0025,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,2,10,37.71688,-123.07264,220,64,BR,M,0.907897949,0.991596639
HL0026,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,70.6,BR,F,0.889467808,1.750798722
HL0027,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,2,10,37.71561,-123.0702,220,68,BR,F,0.865051903,1.915441176
HL0028,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,2,10,37.71688,-123.07264,220,61.5,BL,F,0.971590124,1.181415929
HL0029,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,61,BR,F,0.854697089,1.371134021
HL0030,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,2,10,37.71561,-123.0702,220,56.4,BR,M,1.081345352,1.128865979
HL0031,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,2,10,37.71688,-123.07264,220,62,BR,M,0.902118089,1.088372093
HL0032,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,56.6,BL,F,0.948591335,1.302325581
HL0033,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,53.6,BR,M,0.876676569,1.118518519
HL0034,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,45.5,BL,M,0.849289583,1.6
HL0035,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,62.9,BL,F,0.839835735,1.674641148
HL0036,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,53.5,BR,F,0.914253622,1.5
HL0037,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,4,20,37.72735,-123.12283,285,69.8,BL,F,1.120362871,4.196850394
HL0038,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,72.3,BL,F,1.005469045,2.036842105
HL0039,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,63.3,BR,M,0.938352093,0.87394958
HL0040,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,4,20,37.73545,-123.11048,285,55.9,BR,M,0.950326116,1.331325301
HL0041,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,62.3,BR,M,0.984266756,1.642857143
HL0042,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,66,BR,F,1.165233603,3.259701493
HL0043,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,83.2,BL,F,0.941085989,1.442804428
HL0044,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,4,20,37.72735,-123.12283,285,49.6,BR,F,0.991608728,1.950413223
HL0045,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,3,26,37.71412,-123.07109,220,61.2,BR,F,1.047024816,2.579166667
HL0046,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,4,20,37.72735,-123.12283,285,71.9,BR,F,1.070770508,2.927135678
HL0047,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,79.6,BR,F,0.957652458,1.180124224
HL0048,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,77.4,BR,F,0.886377942,1.525547445
HL0049,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,71.2,BR,F,0.99461377,1.743732591
HL0050,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,63.6,BL,F,0.983442957,1.893280632
HL0051,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,80,BR,F,0.923828125,1.33615222
HL0052,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,68.8,BL,F,1.00718333,1.963414634
HL0053,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,75.2,BR,F,1.17340254,2.392785571
HL0054,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,56.6,BL,F,0.921016006,1.502994012
HL0055,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,69,BL,F,0.919305103,1.357615894
HL0056,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,59.1,BR,M,0.959185815,1.136363636
HL0057,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,55.2,BR,M,1.05233989,1.689265537
HL0058,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72198,-123.07427,205,55.8,BR,M,0.938177488,1.09202454
HL0059,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72198,-123.07427,205,74.6,BL,F,1.082943928,0.80294306
HL0060,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72388,-123.07294,205,60.5,BR,M,0.921221454,1.284313725
HL0061,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72388,-123.07294,205,65.5,BL,F,0.903878001,2.051181102
HL0062,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72388,-123.07294,205,84.5,BR,F,0.931464245,1.658362989
HL0063,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72388,-123.07294,205,60.4,BR,M,1.016569797,1.089285714
HL0064,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,6,15,37.75589,-123.14624,220,53.3,BR,M,0.97741745,1.817567568
HL0065,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,6,15,37.75521,-123.14522,220,51.6,BL,F,0.807930259,1.018018018
HL0066,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72388,-123.07294,205,53.9,BR,M,0.811030946,1.047244094
HL0067,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,6,15,37.75589,-123.14624,220,48.2,BR,F,0.803713743,2.044444444
HL0068,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72198,-123.07427,205,43.7,BR,F,0.826808209,1.275362319
HL0069,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72198,-123.07427,205,51.2,BL,F,0.931322575,1.168
HL0070,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72198,-123.07427,205,62.6,BR,F,0.937572448,1.352173913
HL0071,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,6,15,37.75589,-123.14624,220,50,BL,F,0.928,1.112068966
HL0072,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,6,15,37.75521,-123.14522,220,54.1,BL,F,0.966272535,2.222222222
HL0073,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,6,15,37.75521,-123.14522,220,65.5,BR,M,1.031986694,1.631034483
HL0074,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,5,8,37.74511,-123.15173,229,49.8,BR,F,0.777290222,1.53125
HL0075,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72198,-123.07427,205,53,BR,F,0.873204054,1.423076923
HL0076,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,6,15,37.75521,-123.14522,220,48.4,BR,M,0.908450231,1.223300971
HL0077,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,12,5,8,37.735,-123.11048,229,45.8,BR,M,0.70780313,0.970588235
HL0078,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,7,35,37.72388,-123.07294,205,54.1,BR,M,0.87785544,0.913669065
HL0079,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,62.6,BR,M,1.015024085,1.048192771
HL0080,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,67.2,BR,F,0.912792262,2.259927798
HL0081,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,64.1,BR,M,0.884671084,1.158798283
HL0082,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,67.2,BL,F,1.028127025,2.153846154
HL0083,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,47.4,BL,F,0.741808946,1.35443038
HL0084,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,48.7,BR,M,0.935054386,1.185185185
HL0085,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.66462,-122.95674,195,66.6,BL,F,0.944455534,1.58781362
HL0086,Hook and Line,Central California,20160126,HMB,Middle Farallons,Tigerfish,14,1,40,37.67666,-123.02277,195,62.7,BR,F,0.908752034,1.491071429
HL0087,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,5,31,36.33861,-121.92335,240,64.7,BR,F,1.122433814,2.717105263
HL0088,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26657,-121.99247,228,52,BR,M,0.960116067,1.548148148
HL0089,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26264,-121.99131,265,60.5,BR,M,0.97089516,1.651162791
HL0090,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26657,-121.99247,228,54.4,BL,F,0.925528016,1.617449664
HL0091,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26657,-121.99247,228,59.3,BL,F,0.968695516,1.084158416
HL0092,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26264,-121.99131,265,64.6,BR,F,0.830903263,1.209821429
HL0093,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26657,-121.99247,228,45.6,BR,M,1.012457274,1.15625
HL0094,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26657,-121.99247,228,69,BL,F,1.013670858,2.621621622
HL0095,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26657,-121.99247,228,61,BL,M,0.925187571,0.961904762
HL0096,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,52,BR,M,0.953004096,1.559701493
HL0097,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,71.8,BR,F,1.118476873,2.748792271
HL0098,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,61.7,BR,M,1.026033523,1.622406639
HL0099,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,57.6,BR,M,0.994228368,1.047368421
HL0100,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,58,BR,M,0.953298618,1.295698925
HL0101,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,59.2,BR,M,0.963973012,1.65
HL0102,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,55,BR,M,0.961682945,1.7
HL0103,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,57.1,BR,M,1.068918889,1.874371859
HL0104,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,34.9,BR,M,0.729265071,0.838709677
HL0105,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,10,6,45,36.26476,-121.97927,205,58.1,BR,M,1.035065041,1.433497537
HL0106,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,5,31,36.33861,-121.92335,240,73,BR,F,0.889421285,2.962427746
HL0107,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.59525,-121.98116,130,44.5,BR,M,0.930537371,2.256097561
HL0108,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,7,25,36.57563,-121.98608,160,43.2,BL,M,0.731814097,0.779661017
HL0109,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26657,-121.99247,228,54.5,BL,F,0.908087773,1.231292517
HL0110,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5769,-121.98599,170,47.5,BL,M,1.073042718,0.956521739
HL0111,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.57163,-121.98465,160,62,BR,M,1.036386828,1.052631579
HL0112,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26657,-121.99247,228,51.5,BL,F,0.87121486,0.915966387
HL0113,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.57163,-121.98465,160,53,BR,M,0.994109231,1.439189189
HL0114,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.59525,-121.98116,130,55.4,BR,M,1.064508861,1.850828729
HL0115,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,10,24,36.58847,-121.98231,120,55,BR,M,0.961682945,1.28125
HL0116,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.59525,-121.98116,130,62,BR,M,1.183243261,2.15248227
HL0117,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.59525,-121.98116,130,58.2,BR,M,1.019593606,1.472636816
HL0118,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,7,25,36.57038,-121.9854,180,56.4,BR,M,1.025605901,1.02173913
HL0119,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.59525,-121.98116,130,39.6,BL,F,0.75685433,0.531914894
HL0120,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5715,-121.98511,170,66,BR,M,1.04001447,1.81270903
HL0121,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,10,24,36.58847,-121.98231,120,58.1,BR,M,0.994274301,1.18974359
HL0122,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.59525,-121.98116,130,42.7,BR,M,2.003738179,1.570512821
HL0123,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,5,31,36.26657,-121.99247,240,86.4,BR,F,1.195399722,3.006485084
HL0124,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,8,5,31,36.26365,-121.9796,230,58.5,BR,M,0.899093601,1.5
HL0125,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26264,-121.99131,226,67.5,BR,F,1.06650409,0.948170732
HL0126,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5715,-121.98511,170,74.6,BR,F,1.204352232,2.39
HL0127,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.57163,-121.98465,160,68.5,BR,F,1.151144942,2.72972973
HL0128,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.58908,-121.98245,90,42.5,BR,M,0.937919805,1
HL0129,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5715,-121.98511,170,62.7,BR,F,1.712023921,3.253554502
HL0130,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,73.6,BR,F,0.980716121,1.335038363
HL0131,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26264,-121.99131,250,59.6,BL,F,0.944694129,1.895
HL0132,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,58,BR,M,1.148058551,1.446428571
HL0133,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,57,BR,M,1.182550096,1.863013699
HL0134,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26264,-121.99131,265,63.6,BL,F,0.909587557,1.303418803
HL0135,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5769,-121.98599,170,61,BR,M,1.079385499,1.163265306
HL0136,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26257,-121.98383,250,68,BR,F,1.176725015,2.259459459
HL0137,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,4,30,36.26264,-121.99131,265,59.8,BR,M,0.921218549,1.61928934
HL0138,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,3,35,36.26264,-121.99131,226,56.5,BR,M,0.986903431,1.634831461
HL0139,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,59.8,BR,M,0.944599731,1.589108911
HL0140,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,46,BR,M,0.883537437,1.5
HL0141,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,56,BL,F,0.956632653,1.375
HL0142,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,55.4,BR,M,0.988052423,1.125
HL0143,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,53.5,BR,M,0.999148601,2.529411765
HL0144,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,62,BR,M,0.948272968,0.867256637
HL0145,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26257,-121.98383,190,39.9,BR,F,0.834367122,1.056603774
HL0147,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26257,-121.98383,190,56.3,BR,M,0.868573377,1.141935484
HL0148,Hook and Line,Central California,20160120,MON,Pt Sur SMCA,Chubasco,9,2,34,36.26725,-121.97829,190,61.4,BR,M,1.071387481,1.709677419
HL0150,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,7,25,36.57038,-121.9854,180,52.4,BR,M,1.014749848,0.979452055
HL0151,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.5763,-121.9836,100,42,BR,M,0.539898499,2
HL0152,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.5763,-121.9836,100,56,BR,M,1.076211735,2.005291005
HL0153,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.57163,-121.98465,160,56.5,BR,M,0.98135903,1.559322034
HL0154,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,9,35,36.58908,-121.98245,90,57.5,BR,M,1.009944933,2.390625
HL0155,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.5763,-121.9836,100,54.5,BR,M,1.056347001,0.976608187
HL0156,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,2,17,36.47719,-121.94712,120,62,BR,M,1.01121144,1.589211618
HL0157,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.57163,-121.98465,160,49.5,BR,M,0.956406221,1
HL0158,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,2,17,36.47719,-121.94712,120,49.6,BL,F,0.835901573,1.176470588
HL0159,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,2,17,36.47448,-121.94631,100,42,BR,M,0.782852824,1.482758621
HL0160,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,9,3,14,36.46211,-121.96262,280,48.6,BL,F,0.749185983,1.069767442
HL0161,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5769,-121.98599,170,44.5,BR,M,0.930537371,4.109756098
HL0162,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,11,5,18,36.5763,-121.9836,100,60.5,BR,M,0.912189871,1.668316832
HL0163,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5715,-121.98511,170,61,BR,M,0.938404536,1.197183099
HL0164,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,1,12,36.47347,-121.9473,140,46.1,BL,F,1.092146759,1.299065421
HL0165,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,2,17,36.47448,-121.94631,100,42.7,BL,F,0.77066853,0.85
HL0166,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5715,-121.98511,170,50.5,BR,M,1.040472639,1.432835821
HL0167,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,9,3,14,36.46548,-121.96338,295,43,BL,F,0.855270605,11.61764706
HL0168,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,1,12,36.47347,-121.9473,140,41.4,BL,M,1.000592689,0.957746479
HL0169,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,10,4,18,36.44073,-121.9502,240,49.5,BR,F,0.890447171,2.194444444
HL0170,Hook and Line,Central California,20160121,MON,Carmel,Chubasco,12,6,25,36.5769,-121.98599,170,53.6,BR,M,1.052011883,1.598765432
HL0175,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,4,24,37.81028,-123.19231,200,66.6,BR,M,0.83274574,1.577235772
HL0176,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,4,24,37.80908,-123.19502,200,63.4,BR,M,0.98493132,2.111553785
HL0177,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,5,30,37.80933,-123.19017,219,62.5,BR,M,0.856064,1.574162679
HL0178,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,5,30,37.80933,-123.19017,219,54.2,BR,M,0.929530952,1.094594595
HL0179,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,5,30,37.86978,-123.19548,219,45.1,BL,M,0.893890304,1.524390244
HL0180,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,4,24,37.81028,-123.19231,200,64.7,BR,M,1.059666134,2.344947735
HL0181,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,4,24,37.80908,-123.19502,200,69,BR,M,0.861468027,1.639575972
HL0182,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,4,24,37.81028,-123.19231,200,54.5,BR,M,0.932797644,1.19205298
HL0184,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,4,24,37.80908,-123.19502,200,66.5,BR,M,1.064337592,2.284345048
HL0185,Hook and Line,Central California,20160319,EME,North Farallon Island SMR,TIGERFISH,9,4,24,37.80908,-123.19502,200,89,BR,F,1.144731187,3.597273854
