Sample.ID,Method,Region,Date.yymmdd,Port,Location,Vessel,Angler.no,Drift.no,Time.min,Lat,Long,Depth.ft,TL.cm,Color,Sex,FultonsK,HSI
HL0965,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,5,52,44.54017,-124.41211,138,69,BR,M,1.155219492,1.997364954
HL0966,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.5382,-124.4127,141,75.5,BR,M,1.003046514,1.663269088
HL0967,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.54017,-124.41211,138,63,BR,M,0.860558215,0.90621805
HL0968,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.54017,-124.41211,138,84.5,BR,F,1.064007298,1.380126797
HL0969,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.54017,-124.41211,138,54.4,BR,M,0.764026483,0.886178862
HL0970,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,8,37,44.53234,-124.41474,144,92.5,BR,F,1.07009496,1.793536656
HL0971,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.52624,-124.41528,138,90,BR,F,1.026364883,2.531341049
HL0972,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,8,37,44.53999,-124.41163,144,75.3,BR,F,0.920465726,1.361323155
HL0973,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,8,37,44.53999,-124.41163,144,58.9,BL,F,0.939822445,1.140387419
HL0974,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,1,27,44.53521,-124.41091,150,67,BR,M,1.109112491,1.591822052
HL0975,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.52624,-124.41528,138,78.6,BR,M,1.182731877,2.113804151
HL0976,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,8,37,44.53234,-124.41474,144,70.5,BL,F,0.992572473,1.319723979
HL0977,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.53212,-124.41617,141,56.5,BL,M,0.949367834,1.378263155
HL0978,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.53212,-124.41617,141,75.7,BR,M,1.277091829,1.61732852
HL0979,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.5382,-124.4127,141,52.1,BR,M,0.840894923,1.41271443
HL0980,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.53212,-124.41617,141,66.6,BR,M,0.989004046,1.762732749
HL0981,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.5382,-124.4127,141,69.69,BR,M,0.989177105,2.102747909
HL0982,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,8,37,44.53234,-124.41474,144,70.2,BR,M,0.970347,2.070362537
HL0983,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.52624,-124.41528,138,76.6,BR,M,0.976736061,1.305242153
HL0984,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,7,16,44.54055,-124.41046,150,48.9,BR,M,0.803890055,1.053202694
HL0985,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,8,37,44.53999,-124.41163,144,64.6,BR,M,1.099277598,2.156234183
HL0986,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.53212,-124.41617,141,64.9,BR,M,1.020890264,1.931415057
HL0987,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,5,52,44.52624,-124.41528,138,61.1,BR,M,0.849279869,1.450547181
HL0988,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.5382,-124.4127,141,64,BR,M,1.058197021,1.517664023
HL0989,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.53212,-124.41617,141,65.4,BR,F,0.940204885,1.148288973
HL0990,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,2,33,44.54293,-124.40994,156,66.1,BR,M,0.942574424,1.58695173
HL0991,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,5,52,44.52624,-124.41528,138,52,BR,M,0.81787665,1.069565217
HL0992,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,1,27,44.53521,-124.41091,150,66.4,BR,M,1.006780606,1.7133745
HL0993,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,1,27,44.53876,-124.41067,150,63.2,BR,M,0.928076937,1.818337033
HL0994,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,1,27,44.53876,-124.41067,150,64.1,BR,M,1.036545949,1.864468864
HL0995,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,6,52,44.5382,-124.4127,141,49,BR,M,0.926314716,1.101119471
HL0996,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,3,14,44.53756,-124.41121,150,63.5,BR,M,1.187824738,1.923456303
HL0997,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,8,37,44.53234,-124.41474,144,70.2,BR,M,1.003039736,1.472622478
HL0998,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.52624,-124.41528,138,51.7,BR,M,0.819533256,1.112582781
HL0999,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.54017,-124.41211,138,66.9,BR,M,0.965204837,1.262975779
HL1000,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.54017,-124.41211,138,75.3,BR,F,1.009701716,1.33611691
HL1001,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.52624,-124.41528,138,57.3,BR,F,0.653262934,1.358828316
HL1002,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.52624,-124.41528,138,56.6,BR,M,0.94858582,1.186053407
HL1003,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,5,52,44.52624,-124.41528,138,64.5,BR,M,0.885158493,2.244021556
HL1004,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.52624,-124.41528,138,68,BR,M,0.909576633,1.636363636
HL1005,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,13,5,52,44.52624,-124.41528,138,67,BR,M,1.042947437,1.807574598
HL1006,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.52624,-124.41528,138,57.8,BR,M,0.844119803,0.926380368
HL1007,Hook and Line,Oregon,20160711,NEW,Stonewall Bank (YEY Conservation Area),OCEAN CAPTAIN,14,5,52,44.54017,-124.41211,138,69.3,BR,M,0.985239268,2.256785605
HL1008,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,4,60,43.14412,-124.49545,192,46.4,BR,M,0.890904567,0.719109203
HL1009,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,1,65,43.14412,-124.49545,174,51.4,BR,M,0.942577828,1.390635864
HL1010,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,2,36,43.1559,-124.50506,180,61.2,BR,M,0.788322435,2.030990592
HL1011,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,5,44,43.15752,-124.51143,192,64.5,BR,F,1.047194074,0.797153025
HL1012,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,4,60,43.15815,-124.51154,192,81.1,BR,F,1.019850086,1.733455882
HL1013,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,4,60,43.14412,-124.49545,192,61,BR,M,0.947211441,1.032562942
HL1014,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,3,30,43.14865,-124.50562,192,66.1,BR,M,0.931425024,1.211895911
HL1015,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,1,65,43.14412,-124.49545,174,55.5,BR,M,0.830282437,1.627448218
HL1016,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,4,60,43.15815,-124.51154,192,48.6,BR,M,0.923415282,1.386792453
HL1017,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,4,60,43.14412,-124.49545,192,58.8,BL,F,0.836213054,0.923529412
HL1018,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,4,60,43.15815,-124.51154,192,73.5,BL,F,0.866356075,1.177325581
HL1019,Hook and Line,Oregon,20160713,BAN,4 MILES OUT OF HARBOR,PROWLER,8,1,65,43.1333216,-124.50168,174,52.2,BR,M,2.049049975,0.494081318
HL1020,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,6,9,42.10952,-124.36245,73,57.9,BR,M,0.778240431,0.900304515
HL1021,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,11,23,42.08747,-124.35534,117,75,BR,F,0.917333333,1.416020672
HL1022,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,1,8,42.08533,-124.35114,75,64,BR,M,0.931510925,1.113886728
HL1023,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,NA,NA,NA,NA,100,72.6,BL,M,0.896415961,1.040755641
HL1024,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,6,9,42.10772,-124.36259,73,61.7,BR,M,1.028204797,1.296012587
HL1025,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,11,23,42.08503,-124.35313,117,77,BR,F,1.057032022,1.098286259
HL1026,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,14,8,42.06155,-124.33168,133,76,BL,F,1.077507654,0.915433404
HL1027,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,7,15,42.10689,-124.3627,73,44.2,BR,M,0.810645977,1.157142857
HL1028,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,9,10,42.08227,-124.35373,125,71.5,BL,F,0.946690846,1.23974107
HL1029,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,NA,NA,NA,NA,100,62.1,BL,F,0.889081671,1.221115912
HL1031,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,NA,NA,NA,NA,100,63,BL,F,1.084335796,1.054825426
HL1032,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,6,NA,NA,NA,NA,100,58.6,BR,M,1.085163821,1.140279175
HL1033,Hook and Line,Oregon,20160717,BRO,1.5 MILES OUT,SUPERSTAR,NA,NA,NA,NA,NA,100,58.2,BR,M,1.085635732,0.943839799
HL1034,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,12,17,42.23068,-124.40914,78,68.6,BR,M,0.996658118,1.196581197
HL1035,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,1,12,42.2357,-124.41669,85,77.8,BL,F,0.909174013,0.99266595
HL1036,Hook and Line,Oregon,20160717,BRO,,,NA,NA,NA,NA,NA,100,87,BR,F,1.081279991,0.911483419
HL1037,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,6,11,42.2326,-124.41533,115,88.6,BL,F,1.042865949,1.320796338
HL1038,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,14,25,42.23549,-124.41758,116,72.1,BR,M,1.009323877,0.964842717
HL1039,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,14,25,42.23068,-124.40914,116,52.5,BR,F,0.878488284,0.99905601
HL1040,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,12,17,42.23068,-124.40914,78,64.1,BL,F,1.036963604,1.131412251
HL1041,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,8,16,42.23177,-124.40999,115,68,BR,M,1.100269693,1.939530582
HL1042,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,13,7,42.23071,-124.4094,67,54.4,BR,M,0.959691801,1.100323625
HL1043,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,6,11,42.23049,-124.41424,115,62.8,BL,F,0.917943661,1.086430614
HL1044,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,3,11,42.23452,-124.41531,102,53.5,BL,F,0.827530136,0.899621212
HL1045,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,3,11,42.23683,-124.41719,102,54.5,BL,F,0.94224917,0.891627876
HL1046,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,10,4,42.23124,-124.40982,60,52.3,BR,M,1.039665209,1.122840046
HL1047,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,3,11,42.23452,-124.41531,102,56.2,BR,F,0.884485476,0.929936306
HL1048,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,9,16,42.23227,-124.40982,58,54.4,BR,M,0.89105365,1.21296619
HL1049,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,8,16,42.23076,-124.40959,115,44.4,BR,M,0.86827834,0.960538954
HL1050,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,14,25,42.23068,-124.40914,116,71.1,BL,F,0.873616536,1.146496815
HL1051,Hook and Line,Oregon,20160717,BRO,,,NA,NA,NA,NA,NA,100,59.5,BR,M,1.077420423,1.039862465
HL1052,Hook and Line,Oregon,20160717,BRO,,,NA,NA,NA,NA,NA,100,63,BL,F,1.084775714,0.693100556
HL1053,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,15,17,42.20834,-124.38931,76,57.1,BR,F,0.831608153,0.936571502
HL1054,Hook and Line,Oregon,20160717,BRO,,,NA,NA,NA,NA,NA,100,64.5,BR,M,1.084036023,0.814752098
HL1055,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,15,17,42.20959,-124.39069,76,68.5,BL,F,0.932458515,1.221180474
HL1056,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,9,16,42.23108,-124.41024,58,64.1,BR,M,1.057922336,1.848329326
HL1057,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,12,17,42.23287,-124.14076,78,55.3,BR,M,0.944401603,1.00807714
HL1058,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,2,8,42.23909,-124.4157,70,59.7,BR,M,0.874158029,1.317204301
HL1059,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,14,25,42.22932,-124.41318,116,52.5,BR,M,0.835711046,1.232117754
HL1060,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,14,25,42.23549,-124.41758,116,59.8,BL,F,0.841722532,0.95
HL1061,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,8,16,42.23076,-124.40959,115,53,BL,M,0.968181788,1.394477591
HL1062,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,3,11,42.23452,-124.41531,102,48.6,BR,M,0.798579989,1.178138977
HL1063,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,12,17,42.23068,-124.40914,78,48.1,BL,M,0.898237161,1.050420168
HL1064,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,9,16,42.23108,-124.41024,58,50,BR,M,0.872,1.376146789
HL1065,Hook and Line,Oregon,20160718,BRO,MACK ROCK,SUPERSTAR,11,8,16,42.23076,-124.40959,115,51.2,BR,M,0.906065106,1.118329085
HL1066,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,8,5,41.8218,-124.365083,121,65,BR,M,0.994847519,1.74590974
HL1067,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,6,11,41.82145,-124.36658,92,89.5,BL,F,1.188881773,1.329297338
HL1068,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,14,20,41.82165,-124.3655,120,63.1,BR,M,0.977712147,0.972968572
HL1069,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,20,12,41.8229,-124.3384833,101,67,BR,M,0.960025003,0.935097319
HL1070,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,8,5,41.8218,-124.365083,121,67.7,BR,M,0.967840492,1.005627518
HL1071,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,20,12,41.8229,-124.3384833,101,68.9,BR,M,0.880052474,1.229807191
HL1072,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,13,5,41.82082,-124.36607,112,66.8,BR,M,0.961024811,0.733086644
HL1073,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,17,4,41.82315,-124.3676,105,70,BR,M,0.956209913,1.128117568
HL1074,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,19,15,41.8229,-124.33843,105,52.1,BL,F,0.819045232,1.018734352
HL1075,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,12,9,41.8266,-124.36625,141,71,BR,M,1.005417548,1.142142559
HL1076,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,19,15,41.8263,-124.341833,105,57.1,BL,F,4.151004163,0.265272584
HL1077,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,4,37,41.83735,-124.37782,97,55.2,BR,M,0.953883684,0.928696086
HL1078,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,18,6,41.82678333,-124.3499667,105,63.9,BL,F,0.90833442,1.075949367
HL1079,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,13,5,41.82082,-124.36607,112,62.8,BR,M,1.000875541,0.939933035
HL1080,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,4,37,41.83768,-124.37793,97,74.9,BR,M,0.999548421,0.828571429
HL1081,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,3,2,41.83752,-124.37788,110,66.8,BL,F,0.908689452,0.982057151
HL1082,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,19,15,41.8263,-124.341833,105,65.6,BR,M,1.02146502,1.456512692
HL1083,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,8,5,41.82085,-124.3658,121,45.8,BL,M,0.883504848,1.131008483
HL1084,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,18,6,41.82595,-124.3518667,105,67.2,BR,M,1.08632165,1.371109628
HL1085,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,5,37,41.82262,-124.36722,107,68.9,BR,M,0.799491825,2.10707457
HL1086,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,14,20,41.82188,-124.36512,120,68.4,BR,F,0.877619214,1.000534093
HL1087,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,19,15,41.8229,-124.33843,105,59.4,BR,F,0.813752599,1.096452653
HL1088,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,20,12,41.82316667,-124.3364667,101,58,BR,M,0.93705154,1.132199311
HL1089,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,14,20,41.82165,-124.3655,120,54.6,BR,M,0.834114921,0.788097518
HL1090,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,12,9,41.82065,-124.36623,141,93.1,BL,F,0.941093963,1.988359538
HL1091,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,11,9,41.82212,-124.365,102,76.6,BR,M,1.004260501,1.041274343
HL1092,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,9,8,41.82077,-124.3658,100,74.5,BL,F,0.976363299,1.117110869
HL1093,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,14,20,41.82165,-124.3655,120,98,BR,F,1.152389736,1.299994468
HL1094,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,14,20,41.82165,-124.3655,120,74.9,BR,M,1.032866701,1.078341014
HL1095,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,9,8,41.82187,-124.36548,100,68.8,BR,M,1.014645084,1.304360984
HL1096,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,1,7,41.84669,-124.38412,95,54.2,BL,F,0.847882963,1.222222222
HL1097,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,8,5,41.82085,-124.3658,121,62.3,BR,M,0.952422832,0.599218411
HL1098,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,18,6,41.82595,-124.3518667,105,50.4,BR,M,0.874835531,1.8125
HL1099,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,19,15,41.8229,-124.33843,105,53.5,BR,M,0.936914051,0.731860319
HL1100,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,14,20,41.82188,-124.36512,120,58.6,BR,M,0.85439523,0.988774501
HL1101,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,5,37,41.82262,-124.36717,107,59.5,BR,M,0.92326006,0.370218017
HL1102,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,5,37,41.82262,-124.36722,107,68.7,BR,M,1.056523391,0.344455148
HL1103,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,11,9,41.82212,-124.365,102,85.8,BR,F,1.172334294,0.544241573
HL1104,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,7,4,41.8212,-124.36608,82,84.1,BL,F,1.130167524,0.523614727
HL1105,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,13,5,41.82082,-124.36607,112,67,BL,F,1.156591735,0.235727017
HL1106,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,8,5,41.82085,-124.3658,121,66.8,BR,M,0.902449467,0.460966543
HL1107,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,6,11,41.82145,-124.36658,92,67,BR,M,0.474559703,0.819729559
HL1108,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,5,37,41.82262,-124.36722,107,60.1,BR,M,1.015838265,0.498820969
HL1109,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,11,9,41.82097,-124.36605,102,69.3,BR,M,1.13826835,0.752316342
HL1110,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,8,5,41.8218,-124.365083,121,64.2,BR,M,0.8843227,0.320512821
HL1111,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,11,9,41.82097,-124.36605,102,55.9,BL,M,0.775431762,0.398671096
HL1112,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,18,6,41.82678333,-124.3499667,105,61.2,BR,M,0.955410145,0.547945205
HL1113,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,14,20,41.82188,-124.36512,120,57,BR,M,0.91256149,0.402366864
HL1114,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,3,2,41.83752,-124.37788,110,65.2,BR,M,1.100019523,0.452622257
HL1115,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,8,5,41.82085,-124.3658,121,66.4,BR,M,1.008898418,0.382583965
HL1116,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,18,6,41.82678333,-124.3499667,105,50.1,BR,M,0.842057543,0.368306733
HL1117,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,19,15,41.8263,-124.341833,105,63.3,BL,F,0.859495033,0.302753682
HL1118,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,5,37,41.82262,-124.36717,107,59.1,BR,M,0.958362272,0.38922307
HL1119,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,5,37,41.82262,-124.36717,107,66.9,BR,M,1.057984734,0.517709451
HL1120,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,1,7,41.84669,-124.38412,95,66.8,BR,M,0.929288112,0.422382671
HL1121,Hook and Line,Oregon,20160719,BRO,PT ST GEORGE REEF SMCA,SUPERSTAR,11,7,4,41.8212,-124.3661,82,66.8,BR,M,1.015339521,0.485709566
